candidate_id,operation,parameter_name,value,unit,value_range,scenario,domain,target_flow_slot,evidence_refs,support_count,denominator_count,promote_to_default,default_scope,confidence,notes
CAND_ATOM_cnn_lstm_hybrid_lstm_layers,cnn_lstm_hybrid_classification,lstm_layers,1,,,classification,machine_learning,dl_model_slot,CNN_LSTM_hybrid_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_lstm_hybrid_dropout,cnn_lstm_hybrid_classification,dropout,0.5,,,classification,machine_learning,dl_model_slot,CNN_LSTM_hybrid_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_lstm_hybrid_pool_type,cnn_lstm_hybrid_classification,pool_type,"""max""",,,classification,machine_learning,dl_model_slot,CNN_LSTM_hybrid_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_transformer_hybrid_cnn_filters,cnn_transformer_hybrid_classification,cnn_filters,64,,,classification,machine_learning,dl_model_slot,CNN_Transformer_hybrid,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_transformer_hybrid_cnn_kernel,cnn_transformer_hybrid_classification,cnn_kernel,7,,,classification,machine_learning,dl_model_slot,CNN_Transformer_hybrid,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_transformer_hybrid_transformer_d_model,cnn_transformer_hybrid_classification,transformer_d_model,128,,,classification,machine_learning,dl_model_slot,CNN_Transformer_hybrid,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_transformer_hybrid_transformer_nhead,cnn_transformer_hybrid_classification,transformer_nhead,8,,,classification,machine_learning,dl_model_slot,CNN_Transformer_hybrid,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_transformer_hybrid_transformer_layers,cnn_transformer_hybrid_classification,transformer_layers,2,,,classification,machine_learning,dl_model_slot,CNN_Transformer_hybrid,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cnn_transformer_hybrid_dropout,cnn_transformer_hybrid_classification,dropout,0.3,,,classification,machine_learning,dl_model_slot,CNN_Transformer_hybrid,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_vae_latent_dim,vae_representation,latent_dim,32,,,representation_learning,machine_learning,dl_model_slot,Kingma2014_VAE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_vae_encoder_hidden,vae_representation,encoder_hidden,"[128, 64]",,,representation_learning,machine_learning,dl_model_slot,Kingma2014_VAE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_vae_decoder_hidden,vae_representation,decoder_hidden,"[64, 128]",,,representation_learning,machine_learning,dl_model_slot,Kingma2014_VAE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_vae_dropout,vae_representation,dropout,0.2,,,representation_learning,machine_learning,dl_model_slot,Kingma2014_VAE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_vae_beta,vae_representation,beta,1.0,,,representation_learning,machine_learning,dl_model_slot,Kingma2014_VAE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_vae_activation,vae_representation,activation,"""relu""",,,representation_learning,machine_learning,dl_model_slot,Kingma2014_VAE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_vae_optimizer,vae_representation,optimizer,"""adam""",,,representation_learning,machine_learning,dl_model_slot,Kingma2014_VAE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_vae_lr,vae_representation,lr,0.001,,,representation_learning,machine_learning,dl_model_slot,Kingma2014_VAE,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_time_series_augmentation_methods,time_series_augmentation,methods,"[""jittering"", ""scaling"", ""time_warping"", ""cropping"", ""permutation"", ""rotation""]",,,data_augmentation,machine_learning,augmentation_slot,Wen2020_Augmentation|Um2017_DataAugmentation,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_time_series_augmentation_augmentation_factor,time_series_augmentation,augmentation_factor,2,,,data_augmentation,machine_learning,augmentation_slot,Wen2020_Augmentation|Um2017_DataAugmentation,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_time_series_augmentation_noise_std,time_series_augmentation,noise_std,0.05,,,data_augmentation,machine_learning,augmentation_slot,Wen2020_Augmentation|Um2017_DataAugmentation,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_time_series_augmentation_scale_range,time_series_augmentation,scale_range,"[0.9, 1.1]",,,data_augmentation,machine_learning,augmentation_slot,Wen2020_Augmentation|Um2017_DataAugmentation,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_time_series_augmentation_seed,time_series_augmentation,seed,42,,,data_augmentation,machine_learning,augmentation_slot,Wen2020_Augmentation|Um2017_DataAugmentation,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transfer_learning_source_domain,transfer_learning,source_domain,"""eeg | fmri | synthetic_fnirs""",,,classification,machine_learning,dl_model_slot,transfer_learning_fnirs,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transfer_learning_pretrained_model,transfer_learning,pretrained_model,"""""",,,classification,machine_learning,dl_model_slot,transfer_learning_fnirs,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transfer_learning_freeze_layers,transfer_learning,freeze_layers,"""all_except_last""",,,classification,machine_learning,dl_model_slot,transfer_learning_fnirs,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transfer_learning_fine_tune_lr,transfer_learning,fine_tune_lr,0.0001,,,classification,machine_learning,dl_model_slot,transfer_learning_fnirs,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transfer_learning_fine_tune_epochs,transfer_learning,fine_tune_epochs,20,,,classification,machine_learning,dl_model_slot,transfer_learning_fnirs,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_transfer_learning_feature_extraction_mode,transfer_learning,feature_extraction_mode,true,,,classification,machine_learning,dl_model_slot,transfer_learning_fnirs,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_hyperparameter_optimization_method,hyperparameter_optimization,method,"""bayesian | random_search | grid_search""",,,model_selection,machine_learning,model_optimization_slot,BayesianOptimization,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_hyperparameter_optimization_n_trials,hyperparameter_optimization,n_trials,50,,,model_selection,machine_learning,model_optimization_slot,BayesianOptimization,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_hyperparameter_optimization_scoring,hyperparameter_optimization,scoring,"""accuracy | f1_weighted | roc_auc""",,,model_selection,machine_learning,model_optimization_slot,BayesianOptimization,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_hyperparameter_optimization_cv_folds,hyperparameter_optimization,cv_folds,5,,,model_selection,machine_learning,model_optimization_slot,BayesianOptimization,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_hyperparameter_optimization_early_stopping_rounds,hyperparameter_optimization,early_stopping_rounds,10,,,model_selection,machine_learning,model_optimization_slot,BayesianOptimization,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_hyperparameter_optimization_seed,hyperparameter_optimization,seed,42,,,model_selection,machine_learning,model_optimization_slot,BayesianOptimization,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_model_interpretability_method,model_interpretability,method,"""gradcam | shap | attention_weights | integrated_gradients""",,,interpretation,machine_learning,interpretation_slot,GradCAM_Selvaraju2017|SHAP_Lundberg2017,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_model_interpretability_target_layer,model_interpretability,target_layer,"""last_conv | last_transformer_layer""",,,interpretation,machine_learning,interpretation_slot,GradCAM_Selvaraju2017|SHAP_Lundberg2017,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_model_interpretability_n_samples_shap,model_interpretability,n_samples_shap,100,,,interpretation,machine_learning,interpretation_slot,GradCAM_Selvaraju2017|SHAP_Lundberg2017,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_subject_wise_cv_n_folds,subject_wise_cross_validation,n_folds,5,,,validation,machine_learning,validation_slot,nested_cv_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_subject_wise_cv_strategy,subject_wise_cross_validation,strategy,"""subject_wise | stratified_subject_wise | leave_one_out""",,,validation,machine_learning,validation_slot,nested_cv_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_subject_wise_cv_nested_cv,subject_wise_cross_validation,nested_cv,true,,,validation,machine_learning,validation_slot,nested_cv_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_subject_wise_cv_outer_folds,subject_wise_cross_validation,outer_folds,5,,,validation,machine_learning,validation_slot,nested_cv_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_subject_wise_cv_inner_folds,subject_wise_cross_validation,inner_folds,3,,,validation,machine_learning,validation_slot,nested_cv_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_subject_wise_cv_seed,subject_wise_cross_validation,seed,42,,,validation,machine_learning,validation_slot,nested_cv_fnirs,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dl_short_channel_regression_model_type,dl_short_channel_prediction,model_type,"""transformer | lstm | cnn""",,,preprocessing,machine_learning,dl_preprocessing_slot,Transformer_fNIRS_short_channel,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dl_short_channel_regression_prediction_horizon,dl_short_channel_prediction,prediction_horizon,"""instantaneous""",,,preprocessing,machine_learning,dl_preprocessing_slot,Transformer_fNIRS_short_channel,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dl_short_channel_regression_loss_function,dl_short_channel_prediction,loss_function,"""mse | mae | huber""",,,preprocessing,machine_learning,dl_preprocessing_slot,Transformer_fNIRS_short_channel,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dl_short_channel_regression_training_mode,dl_short_channel_prediction,training_mode,"""offline | online""",,,preprocessing,machine_learning,dl_preprocessing_slot,Transformer_fNIRS_short_channel,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_domain_adaptation_method,domain_adaptation,method,"""dann | mmd | coral | adversarial""",,,classification,machine_learning,dl_model_slot,DANN_Ganin2016|MMD_Distance,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_domain_adaptation_lambda_adversarial,domain_adaptation,lambda_adversarial,1.0,,,classification,machine_learning,dl_model_slot,DANN_Ganin2016|MMD_Distance,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_domain_adaptation_feature_extractor,domain_adaptation,feature_extractor,"""cnn | lstm | transformer""",,,classification,machine_learning,dl_model_slot,DANN_Ganin2016|MMD_Distance,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_domain_adaptation_classifier,domain_adaptation,classifier,"""mlp""",,,classification,machine_learning,dl_model_slot,DANN_Ganin2016|MMD_Distance,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_domain_adaptation_epochs,domain_adaptation,epochs,100,,,classification,machine_learning,dl_model_slot,DANN_Ganin2016|MMD_Distance,,,no,,medium,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_denoising_algorithm,ica_denoising,algorithm,"""fastica | sobi | jade | infomax | erbm""",,,general,preprocessing,motion_correction_slot,NIRS_KIT_ICA|Hyvarinen1999_FastICA|Belouchrani1997_SOBI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_denoising_n_components,ica_denoising,n_components,"""auto""",,,general,preprocessing,motion_correction_slot,NIRS_KIT_ICA|Hyvarinen1999_FastICA|Belouchrani1997_SOBI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_denoising_max_iter,ica_denoising,max_iter,200,,,general,preprocessing,motion_correction_slot,NIRS_KIT_ICA|Hyvarinen1999_FastICA|Belouchrani1997_SOBI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_denoising_tolerance,ica_denoising,tolerance,0.0001,,,general,preprocessing,motion_correction_slot,NIRS_KIT_ICA|Hyvarinen1999_FastICA|Belouchrani1997_SOBI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_denoising_whiteening,ica_denoising,whiteening,"""pca | zca""",,,general,preprocessing,motion_correction_slot,NIRS_KIT_ICA|Hyvarinen1999_FastICA|Belouchrani1997_SOBI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_denoising_class_method,ica_denoising,class_method,"""automatic | manual""",,,general,preprocessing,motion_correction_slot,NIRS_KIT_ICA|Hyvarinen1999_FastICA|Belouchrani1997_SOBI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_ica_denoising_artifact_threshold,ica_denoising,artifact_threshold,2.0,,,general,preprocessing,motion_correction_slot,NIRS_KIT_ICA|Hyvarinen1999_FastICA|Belouchrani1997_SOBI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_alff_falff_low_freq_hz,alff_falff,low_freq_hz,0.01,,,resting_state,analysis,resting_connectivity_slot,Zang2007_ALFF|NIRS_KIT_ALFF,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_alff_falff_high_freq_hz,alff_falff,high_freq_hz,0.08,,,resting_state,analysis,resting_connectivity_slot,Zang2007_ALFF|NIRS_KIT_ALFF,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_alff_falff_method,alff_falff,method,"""alff | falff | reho""",,,resting_state,analysis,resting_connectivity_slot,Zang2007_ALFF|NIRS_KIT_ALFF,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_alff_falff_bandwidth,alff_falff,bandwidth,"""full_band | slow_4 | slow_5""",,,resting_state,analysis,resting_connectivity_slot,Zang2007_ALFF|NIRS_KIT_ALFF,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cbsi_correction_alpha,cbsi_correction,alpha,0.6,,,general,preprocessing,motion_correction_slot,Tan2009_CBSI|NIRS_KIT_CBSI,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_cbsi_correction_method,cbsi_correction,method,"""cbsi | cbsi_plus""",,,general,preprocessing,motion_correction_slot,Tan2009_CBSI|NIRS_KIT_CBSI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_cbsi_correction_apply_to,cbsi_correction,apply_to,"""hbo_and_hbr | hbo_only""",,,general,preprocessing,motion_correction_slot,Tan2009_CBSI|NIRS_KIT_CBSI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_3d_mni_registration_atlas,mni_registration,atlas,"""MNI152 | AAL | Brodmann | DK""",,,general,preprocessing,spatial_registration_slot,NIRS_KIT_TBA|nfri_mni_estimation,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_3d_mni_registration_interpolation,mni_registration,interpolation,"""nearest | linear""",,,general,preprocessing,spatial_registration_slot,NIRS_KIT_TBA|nfri_mni_estimation,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_3d_mni_registration_head_model,mni_registration,head_model,"""adult_average | infant | custom""",,,general,preprocessing,spatial_registration_slot,NIRS_KIT_TBA|nfri_mni_estimation,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_3d_mni_registration_probe_registration,mni_registration,probe_registration,"""manual | automatic""",,,general,preprocessing,spatial_registration_slot,NIRS_KIT_TBA|nfri_mni_estimation,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_nirs_spm_spatial_registration_projection_software,nirs_spm_spatial_registration_projection,software,"""NIRS-SPM v4 r1""",,,general,preprocessing,spatial_registration_slot,NIRS_SPM_UsersGuide_v4_spatial_registration|SpatialRegistration_fNIRS_Review_23891905,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_nirs_spm_spatial_registration_projection_registration_paths,nirs_spm_spatial_registration_projection,registration_paths,"[""subject_mri_with_3d_digitizer"", ""standalone_manual_mni"", ""standalone_nfri_3d_digitizer""]",,,general,preprocessing,spatial_registration_slot,NIRS_SPM_UsersGuide_v4_spatial_registration|SpatialRegistration_fNIRS_Review_23891905,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_nirs_spm_spatial_registration_projection_mri_registration_algorithm,nirs_spm_spatial_registration_projection,mri_registration_algorithm,"""Horn absolute orientation""",,,general,preprocessing,spatial_registration_slot,NIRS_SPM_UsersGuide_v4_spatial_registration|SpatialRegistration_fNIRS_Review_23891905,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_nirs_spm_spatial_registration_projection_template_registration_algorithm,nirs_spm_spatial_registration_projection,template_registration_algorithm,"""NFRI MNI estimation""",,,general,preprocessing,spatial_registration_slot,NIRS_SPM_UsersGuide_v4_spatial_registration|SpatialRegistration_fNIRS_Review_23891905,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_nirs_spm_spatial_registration_projection_projection_sequence,nirs_spm_spatial_registration_projection,projection_sequence,"[""rendered_brain"", ""hypothetical_head_surface"", ""cortical_surface""]",,,general,preprocessing,spatial_registration_slot,NIRS_SPM_UsersGuide_v4_spatial_registration|SpatialRegistration_fNIRS_Review_23891905,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_nirs_spm_spatial_registration_projection_anatomical_label_sources,nirs_spm_spatial_registration_projection,anatomical_label_sources,"[""AAL"", ""Brodmann MRIcro"", ""LPBA40"", ""Talairach daemon""]",,,general,preprocessing,spatial_registration_slot,NIRS_SPM_UsersGuide_v4_spatial_registration|SpatialRegistration_fNIRS_Review_23891905,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_nirs_spm_spatial_registration_projection_label_function,nirs_spm_spatial_registration_projection,label_function,"""nfri_anatomlabel""",,,general,preprocessing,spatial_registration_slot,NIRS_SPM_UsersGuide_v4_spatial_registration|SpatialRegistration_fNIRS_Review_23891905,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_nirs_spm_spatial_registration_projection_uncertainty_output,nirs_spm_spatial_registration_projection,uncertainty_output,"""reference_brain_distribution_and_probabilistic_boundary""",,,general,preprocessing,spatial_registration_slot,NIRS_SPM_UsersGuide_v4_spatial_registration|SpatialRegistration_fNIRS_Review_23891905,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_mutual_information_method,mutual_information,method,"""unbiased | mmse | biased | kernel""",,,resting_state,analysis,resting_connectivity_slot,NIRS_KIT_InfoTheory|Kraskov2004_KernelMI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_mutual_information_bins,mutual_information,bins,16,,,resting_state,analysis,resting_connectivity_slot,NIRS_KIT_InfoTheory|Kraskov2004_KernelMI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_mutual_information_lag,mutual_information,lag,1,,,resting_state,analysis,resting_connectivity_slot,NIRS_KIT_InfoTheory|Kraskov2004_KernelMI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_mutual_information_embedding_dim,mutual_information,embedding_dim,1,,,resting_state,analysis,resting_connectivity_slot,NIRS_KIT_InfoTheory|Kraskov2004_KernelMI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_mutual_information_base,mutual_information,base,"""e""",,,resting_state,analysis,resting_connectivity_slot,NIRS_KIT_InfoTheory|Kraskov2004_KernelMI,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dpf_calculation_formula,dpf_calculation,formula,"""scholkmann2014 | duncan1995 | CONTIN""",,,general,preprocessing,preprocessing_config_slot,NIRS_KIT_CalcDPF|Scholkmann2014_DPF,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dpf_calculation_age_group,dpf_calculation,age_group,"""adult | neonate | infant""",,,general,preprocessing,preprocessing_config_slot,NIRS_KIT_CalcDPF|Scholkmann2014_DPF,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dpf_calculation_wavelength_nm,dpf_calculation,wavelength_nm,"""""",,,general,preprocessing,preprocessing_config_slot,NIRS_KIT_CalcDPF|Scholkmann2014_DPF,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dpf_calculation_sd_distance_mm,dpf_calculation,sd_distance_mm,"""""",,,general,preprocessing,preprocessing_config_slot,NIRS_KIT_CalcDPF|Scholkmann2014_DPF,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_graph_theory_metrics_metrics,graph_theory_metrics,metrics,"[""degree"", ""clustering"", ""path_length"", ""efficiency"", ""modularity"", ""small_world"", ""rich_club"", ""assortativity""]",,,resting_state,analysis,network_analysis_slot,NIRS_KIT_graph|Rubinov2010_GraphMetrics,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_graph_theory_metrics_threshold_method,graph_theory_metrics,threshold_method,"""absolute | proportional | sparsity""",,,resting_state,analysis,network_analysis_slot,NIRS_KIT_graph|Rubinov2010_GraphMetrics,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_graph_theory_metrics_threshold_value,graph_theory_metrics,threshold_value,0.3,,,resting_state,analysis,network_analysis_slot,NIRS_KIT_graph|Rubinov2010_GraphMetrics,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_graph_theory_metrics_binary,graph_theory_metrics,binary,false,,,resting_state,analysis,network_analysis_slot,NIRS_KIT_graph|Rubinov2010_GraphMetrics,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_fisher_z_transform_direction,fisher_z_transform,direction,"""forward | inverse""",,,resting_state,analysis,postprocessing_slot,NIRS_KIT_fisherz|Fisher1921,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_fisher_z_transform_method,fisher_z_transform,method,"""fisher_z | atanh""",,,resting_state,analysis,postprocessing_slot,NIRS_KIT_fisherz|Fisher1921,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_signal_separation_method,signal_separation,method,"""yamada_2012""",,,general,preprocessing,preprocessing_slot,Yamada2012_SignalSeparation|NIRS_KIT_Yamada,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_signal_separation_kf,signal_separation,kf,-0.6,,,general,preprocessing,preprocessing_slot,Yamada2012_SignalSeparation|NIRS_KIT_Yamada,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_signal_separation_step,signal_separation,step,0.05,,,general,preprocessing,preprocessing_slot,Yamada2012_SignalSeparation|NIRS_KIT_Yamada,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_signal_separation_apply_to,signal_separation,apply_to,"""hbo_and_hbr""",,,general,preprocessing,preprocessing_slot,Yamada2012_SignalSeparation|NIRS_KIT_Yamada,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_head_model_brain_seg_types,head_model_construction,brain_seg_types,"[""cortex""]",,,dot,analysis,dot_slot,Cedalion_TwoSurfaceHeadModel,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_dot_head_model_scalp_seg_types,head_model_construction,scalp_seg_types,"[""skin""]",,,dot,analysis,dot_slot,Cedalion_TwoSurfaceHeadModel,,,no,,high,parameter_status=reported; retained as evidence candidate unless project_default.
CAND_ATOM_dot_head_model_smoothing,head_model_construction,smoothing,5,,,dot,analysis,dot_slot,Cedalion_TwoSurfaceHeadModel,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_head_model_brain_face_count,head_model_construction,brain_face_count,30000,,,dot,analysis,dot_slot,Cedalion_TwoSurfaceHeadModel,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_head_model_scalp_face_count,head_model_construction,scalp_face_count,30000,,,dot,analysis,dot_slot,Cedalion_TwoSurfaceHeadModel,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_head_model_atlas,head_model_construction,atlas,"""ICBM152 | Colin27 | custom""",,,dot,analysis,dot_slot,Cedalion_TwoSurfaceHeadModel,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_forward_model_method,forward_model_simulation,method,"""MCX | NIRFASTer""",,,dot,analysis,dot_slot,Cedalion_ForwardModel|Fang2009_MCX,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_forward_model_n_photons,forward_model_simulation,n_photons,1000000,,,dot,analysis,dot_slot,Cedalion_ForwardModel|Fang2009_MCX,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_forward_model_gpu,forward_model_simulation,gpu,true,,,dot,analysis,dot_slot,Cedalion_ForwardModel|Fang2009_MCX,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_forward_model_tissue_properties,forward_model_simulation,tissue_properties,"""default | custom""",,,dot,analysis,dot_slot,Cedalion_ForwardModel|Fang2009_MCX,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_forward_model_wavelengths_nm,forward_model_simulation,wavelengths_nm,"[690, 830]",,,dot,analysis,dot_slot,Cedalion_ForwardModel|Fang2009_MCX,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_image_recon_method,image_reconstruction,method,"""Tikhonov | SBF_gaussians""",,,dot,analysis,dot_slot,Cedalion_ImageRecon|Carlton2026,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_image_recon_alpha_meas,image_reconstruction,alpha_meas,0.001,,,dot,analysis,dot_slot,Cedalion_ImageRecon|Carlton2026,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_image_recon_alpha_spatial,image_reconstruction,alpha_spatial,0.01,,,dot,analysis,dot_slot,Cedalion_ImageRecon|Carlton2026,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
CAND_ATOM_dot_image_recon_regularization,image_reconstruction,regularization,"""L1 | L2""",,,dot,analysis,dot_slot,Cedalion_ImageRecon|Carlton2026,,,no,,high,parameter_status=candidate; retained as evidence candidate unless project_default.
