link_id,evidence_ref,target_object_type,target_object_id,evidence_use,confidence,quote_or_summary,source_id,notes
EVLINK_2072,EQ_PMID_40816923_02,background_only,,background_only,high,Data were not normally distributed and expressed as median (interquartile range) or n (%). The statistical analysis was performed using nonparametric statistics and Spearman rank correlation analysis.,SRC_PMID40816923,From analysis_methods.primary_outcome
EVLINK_2073,EQ_PMID_40816923_03,background_only,,background_only,high,"Compared to the low-NWU group, the high-NWU group showed significantly lower CBF (11.0 vs 17.7 mL 100 g-1min-1, p<0.0001), lower CBV (1.25 vs 1.70 mL/100 g, p<0.001), lower SctO2; 62.6% vs 67.4%, p = ",SRC_PMID40816923,From results_claims.CLM_PMID40816923_01
EVLINK_2074,EQ_PMID_40816923_04,background_only,,background_only,high,The authors note that a further constraint was the small region-of-interest used for CT attenuation to minimize volume-averaging during perfusion calculations; multiple samplings within a single lobe ,SRC_PMID40816923,From risk_register.RSK_PMID40816923_01
EVLINK_2075,EQ_PMID_40843107_01,method_atom,ATOM_data_import,method_atom,high,"EEG was collected using EEG device for 16 leads (Mipower UC, EEG Collection V2, Tsinghua University Neural-engineering Experiment), with sampling frequency of 1000 Hz, and 24-bits A/D converter, and n",SRC_PMID40843107,From acquisition.device_brand_model
EVLINK_2076,EQ_PMID_40843107_02,method_atom,ATOM_data_import,method_atom,high,"The device of fNIRS acquisition was a portable 16 channel (China Danyang Huichuang Nir Smart) with a sampling frequency of 20 Hz and a 24-bits A/D converter, and a communication interface of WIFI",SRC_PMID40843107,From acquisition.device_brand_model
EVLINK_2077,EQ_PMID_40843107_03,method_atom,ATOM_bandpass_filter,method_atom,high,"the EEG was preprocessed using a first-order Butterworth bandpass filter (with a bandpass of 0.1-40 Hz), and artifacts are removed by ICA, followed by down sampling to 128 Hz",SRC_PMID40843107,From preprocessing_methods.filter_settings
EVLINK_2078,EQ_PMID_40843107_04,method_atom,ATOM_bandpass_filter,method_atom,high,"preprocessing the fNIRS signal and use a first-order Butterworth bandpass filter (with a bandpass of 0.02-0.1 Hz) to remove physiological noise caused by respiration (0.15-0.3 Hz), heartbeat (1.2-1.6 ",SRC_PMID40843107,From preprocessing_methods.filter_settings
EVLINK_2079,EQ_PMID_40843107_05,background_only,,background_only,high,"70% of the aligned dataset is selected as the training set, and 30% of the aligned dataset is selected as the testing set",SRC_PMID40843107,From analysis_methods.ml_split_strategy
EVLINK_2080,EQ_PMID_40843107_06,background_only,ATOM_ml_classification,background_only,high,"the average classification accuracy of LTVA-HWI and HTVA-HWI performed on 20 subjects was 90.90% and 92.28%, respectively, with no statistical difference (t-test, p = 0.6894)",SRC_PMID40843107,From results_claims.CLM_PMID40843107_01
EVLINK_2081,EQ_PMID_40843107_07,background_only,,background_only,high,"The average fuzzy entropy of the subjects during HTVA-HWI was 9.49% lower than that of LTVA-HWI (t-test, p < 0.001); 55.02% less standard deviation (t-test, p = 0.01)",SRC_PMID40843107,From results_claims.CLM_PMID40843107_02
EVLINK_2082,EQ_PMID_40843107_08,background_only,,background_only,high,"all classifications and tests were conducted independently for each participant. As the primary aim of this study was to evaluate paradigms and to control for variables influencing the evaluation, cro",SRC_PMID40843107,From results_claims.CLM_PMID40843107_04
EVLINK_2083,EQ_PMID_42255351_01,background_only,,background_only,high,"We performed 10-fold cross-validation on the logistic regression model using channels 4 and 5. The data was randomly divided into 10 subsets, with the model trained on 9 subsets and validated on the r",SRC_PMID42255351,From analysis_methods.ml_split_strategy
EVLINK_2084,EQ_PMID_42255351_02,method_atom,ATOM_motion_correction,method_atom,high,Preprocessing steps included: (1) Converting raw data into optical density (OD); (2) Motion artifact detection and identification... (3) Motion artifact correction using spline correction... (4) Filte,SRC_PMID42255351,From analysis_methods.preprocessing_inside_cv
EVLINK_2085,EQ_PMID_42255351_03,background_only,,background_only,high,"The logistic regression model established with HbO from alcohol cues in channels 4 and 5 showed a robust and generalizable predictive performance, with an average accuracy of 62.5% and an average AUC ",SRC_PMID42255351,From analysis_methods.leakage_risk
EVLINK_2086,EQ_PMID_42255351_04,background_only,,background_only,high,"channel 4's HbO value was a prognostic factor for acute attack groups (OR=5.587, 95%CI=1.101-28.351, p=0.038), while channel 5's HbO value served as an adverse factor (OR=0.162, 95%CI=0.027-0.988, p=0",SRC_PMID42255351,From results_claims.CLM_PMID42255351_01
EVLINK_2087,EQ_PMID_42255351_05,background_only,,background_only,high,"The Variance Inflation Factor (VIF) values for variables in both multiple linear regression and logistic regression exceeded 10, indicating significant multicollinearity between variables.",SRC_PMID42255351,From risk_register.RSK_PMID42255351_01
EVLINK_2088,EQ_PMID_42255351_06,method_atom,ATOM_data_import,method_atom,high,"The fNIRS measurements were conducted using a 24-channel continuous-wave fNIRS system (Artinis, Netherlands).",SRC_PMID42255351,From acquisition.device_brand_model
EVLINK_2089,EQ_PMID_42255351_07,method_atom,ATOM_data_import,method_atom,high,The device's sampling frequency was 25 Hz.,SRC_PMID42255351,From acquisition.sampling_rate_hz
EVLINK_2090,EQ_PMID_42255351_08,method_atom,ATOM_bandpass_filter,method_atom,high,"Filtering using bandpass filters (hpf=0.01, lpf=0.1) to remove noise across frequency bands",SRC_PMID42255351,From preprocessing_methods.filter_settings
EVLINK_2091,EQ_PMID_42255351_09,method_atom,ATOM_motion_correction,method_atom,high,"Motion artifact detection and identification, performing motion artifact detection on all 24 channels (tMotion=0.5, tMask=3.0, STDEVthresh=20, AMPthresh=5); Motion artifact correction using spline cor",SRC_PMID42255351,From preprocessing_methods.motion_correction
EVLINK_2092,EQ_PMID_42313692_01,background_only,,background_only,high,"crSO2 increased following transfusion in both the restrictive (6.40% 95% CI [3.85, 8.95], p<0.001) and liberal (2.75% 95% CI [0.35, 5.14], p=0.03) groups. However, the magnitude of change was greater ",SRC_PMID42313692,From results_claims.CLM_PMID42313692_01
EVLINK_2093,EQ_PMID_42313692_02,background_only,,background_only,high,"The restrictive group also demonstrated a greater transfusion-related decrease in cerebral fractional oxygen extraction than the liberal group (Q=8.30, df=1, p<0.001).",SRC_PMID42313692,From results_claims.CLM_PMID42313692_02
EVLINK_2094,EQ_PMID_42313692_03,background_only,,background_only,high,Seventeen of these had either no formal transfusion protocol or did not provide sufficient information to be classified. This likely reflects existing variation and inconsistency in current clinical p,SRC_PMID42313692,From risk_register.RSK_PMID42313692_01
EVLINK_2095,EQ_PMID_42313692_04,background_only,,background_only,high,Outcomes selected for GRADE assessment were all rated as low certainty of evidence due to serious risk of bias and inconsistency.,SRC_PMID42313692,From results_claims.CLM_PMID42313692_03
EVLINK_2096,EQ_PMID_42313692_05,method_atom,ATOM_data_import,method_atom,high,"Several NIRS monitors including Sensmart X-100 (Nonin Medical), INVOS-4100 (Medtronic), INVOS-5100C (Medtronic), and EGOS (EnginMed) were used.",SRC_PMID42313692,From acquisition.device_brand_model
EVLINK_2097,EQ_PMID_42313692_06,background_only,ATOM_methods_report,background_only,high,Considerable variation in reporting of transfusion guidelines should also be noted.,SRC_PMID42313692,From results_claims.CLM_PMID42313692_04
EVLINK_2098,EQ_PMID_41771364_01,background_only,,background_only,high,"Parent-infant synchrony emerges as a dynamic, context-dependent process.",SRC_PMID41771364,From results_claims.CLM_PMID41771364_01
EVLINK_2099,EQ_PMID_41771364_02,method_atom,ATOM_resting_connectivity,method_atom,high,Interbrain synchrony is consistently quantified using wavelet transform coherence applied to oxygenated hemoglobin signals.,SRC_PMID41771364,From analysis_methods.ml_features
EVLINK_2100,EQ_PMID_41771364_03,background_only,,background_only,high,"Methodological challenges persist, such as disentangling synchrony from shared responses.",SRC_PMID41771364,From risk_register.RSK_PMID41771364_01
EVLINK_2101,EQ_PMID_41771364_04,background_only,,background_only,high,Nearly all studies have focused exclusively on mothers.,SRC_PMID41771364,From risk_register.RSK_PMID41771364_03
EVLINK_2102,EQ_PMID_40605912_01,background_only,,background_only,high,We divided the dataset into training and test sets in an 80-20 split.,SRC_PMID40605912,From analysis_methods.ml_split_strategy
EVLINK_2103,EQ_PMID_40605912_02,background_only,,background_only,high,db4 with four decomposition levels provided the best balance.,SRC_PMID40605912,From preprocessing_methods.notes
EVLINK_2104,EQ_PMID_40605912_03,background_only,,background_only,high,The model achieved accuracy of 99.96% by the 46th epoch.,SRC_PMID40605912,From risk_register.RSK_PMID40605912_01
EVLINK_2105,EQ_PMID_42025243_01,background_only,ATOM_first_level_glm,background_only,high,Individuals with UCDs show blunted cortical activation patterns during executive function tasks.,SRC_PMID42025243,From results_claims.CLM_PMID42025243_01
EVLINK_2106,EQ_PMID_42025243_02,background_only,,background_only,high,fNIRS offers advantages for imaging in children who cannot tolerate scanner environment.,SRC_PMID42025243,From results_claims.CLM_PMID42025243_02
EVLINK_2108,EQ_PMC11833346_03,reporting_requirement,REQ_acquisition_params,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC11833346,Supports requirement REQ_acquisition_params
EVLINK_2109,EQ_PMC11833346_08,reporting_requirement,REQ_acquisition_params,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC11833346,Supports requirement REQ_acquisition_params
EVLINK_2110,EQ_PMC12053328_05,reporting_requirement,REQ_acquisition_params,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC12053328,Supports requirement REQ_acquisition_params
EVLINK_2111,EQ_PMC11833346_01,reporting_requirement,REQ_preprocessing_steps,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC11833346,Supports requirement REQ_preprocessing_steps
EVLINK_2112,EQ_PMC12505193_03,reporting_requirement,REQ_preprocessing_steps,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC12505193,Supports requirement REQ_preprocessing_steps
EVLINK_2113,EQ_PMC12909569_02,reporting_requirement,REQ_preprocessing_steps,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC12909569,Supports requirement REQ_preprocessing_steps
EVLINK_2114,EV_VBIT_0077,reporting_requirement,REQ_short_channel,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC8066873,Supports requirement REQ_short_channel
EVLINK_2115,EV_VBIT_0088,reporting_requirement,REQ_short_channel,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC12581266,Supports requirement REQ_short_channel
EVLINK_2116,EV_VBIT_0094,reporting_requirement,REQ_short_channel,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC12270413,Supports requirement REQ_short_channel
EVLINK_2117,EQ_PMC10295283_01,reporting_requirement,REQ_glm_params,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC10295283,Supports requirement REQ_glm_params
EVLINK_2118,EQ_PMC12634216_01,reporting_requirement,REQ_glm_params,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC12634216,Supports requirement REQ_glm_params
EVLINK_2119,EQ_PMC8901827_03,reporting_requirement,REQ_glm_params,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC8901827,Supports requirement REQ_glm_params
EVLINK_2120,EQ_PMC11833346_09,reporting_requirement,REQ_connectivity_params,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC11833346,Supports requirement REQ_connectivity_params
EVLINK_2121,EQ_PMC12929548_02,reporting_requirement,REQ_connectivity_params,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC12929548,Supports requirement REQ_connectivity_params
EVLINK_2122,EQ_PMC12929548_06,reporting_requirement,REQ_connectivity_params,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC12929548,Supports requirement REQ_connectivity_params
EVLINK_2123,EQ_PMC12505193_02,reporting_requirement,REQ_ml_validation,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC12505193,Supports requirement REQ_ml_validation
EVLINK_2124,EQ_PMC7868344_01,reporting_requirement,REQ_ml_validation,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC7868344,Supports requirement REQ_ml_validation
EVLINK_2125,EQ_PMC11506513_01,reporting_requirement,REQ_ml_validation,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC11506513,Supports requirement REQ_ml_validation
EVLINK_2126,EQ_PMC9917717_01,reporting_requirement,REQ_hyperscanning,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC9917717,Supports requirement REQ_hyperscanning
EVLINK_2127,EQ_PMC8231828_01,reporting_requirement,REQ_hyperscanning,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC8231828,Supports requirement REQ_hyperscanning
EVLINK_2128,EQ_PMC7047008_01,reporting_requirement,REQ_hyperscanning,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC7047008,Supports requirement REQ_hyperscanning
EVLINK_2129,EQ_PMC11833346_01,reporting_requirement,REQ_reporting_software,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC11833346,Supports requirement REQ_reporting_software
EVLINK_2130,EQ_PMC12407257_01,reporting_requirement,REQ_reporting_software,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC12407257,Supports requirement REQ_reporting_software
EVLINK_2131,EQ_PMC8901827_02,reporting_requirement,REQ_reporting_software,reporting_requirement,medium,Reporting gap identified in literature,SRC_PMC8901827,Supports requirement REQ_reporting_software
EVLINK_2132,EQ_PMC12929548_07,template,TMPL_task_glm,template,medium,Template design supported by literature,SRC_PMC12929548,Supports template TMPL_task_glm
EVLINK_2133,EQ_PMC12053328_02,template,TMPL_task_glm,template,medium,Template design supported by literature,SRC_PMC12053328,Supports template TMPL_task_glm
EVLINK_2134,EQ_PMC12952035_02,template,TMPL_task_glm,template,medium,Template design supported by literature,SRC_PMC12952035,Supports template TMPL_task_glm
EVLINK_2135,EQ_PMC11833346_05,template,TMPL_resting_connectivity,template,medium,Template design supported by literature,SRC_PMC11833346,Supports template TMPL_resting_connectivity
EVLINK_2136,EQ_PMC11833346_09,template,TMPL_resting_connectivity,template,medium,Template design supported by literature,SRC_PMC11833346,Supports template TMPL_resting_connectivity
EVLINK_2137,EQ_PMC11833346_10,template,TMPL_resting_connectivity,template,medium,Template design supported by literature,SRC_PMC11833346,Supports template TMPL_resting_connectivity
EVLINK_2138,EQ_PMC12505193_02,template,TMPL_ml_validation,template,medium,Template design supported by literature,SRC_PMC12505193,Supports template TMPL_ml_validation
EVLINK_2139,EQ_PMC7868344_01,template,TMPL_ml_validation,template,medium,Template design supported by literature,SRC_PMC7868344,Supports template TMPL_ml_validation
EVLINK_2140,EQ_PMC7868344_03,template,TMPL_ml_validation,template,medium,Template design supported by literature,SRC_PMC7868344,Supports template TMPL_ml_validation
EVLINK_2141,EQ_PMC9917717_01,template,TMPL_hyperscanning,template,medium,Template design supported by literature,SRC_PMC9917717,Supports template TMPL_hyperscanning
EVLINK_2142,EQ_PMC8231828_01,template,TMPL_hyperscanning,template,medium,Template design supported by literature,SRC_PMC8231828,Supports template TMPL_hyperscanning
EVLINK_2143,EQ_PMC7047008_01,template,TMPL_hyperscanning,template,medium,Template design supported by literature,SRC_PMC7047008,Supports template TMPL_hyperscanning
EVLINK_2144,EQ_PMC11833346_01,template,TMPL_reporting_export,template,medium,Template design supported by literature,SRC_PMC11833346,Supports template TMPL_reporting_export
EVLINK_2145,EQ_PMC11833346_02,template,TMPL_reporting_export,template,medium,Template design supported by literature,SRC_PMC11833346,Supports template TMPL_reporting_export
EVLINK_2146,EQ_PMC11833346_04,template,TMPL_reporting_export,template,medium,Template design supported by literature,SRC_PMC11833346,Supports template TMPL_reporting_export
EVLINK_4001,EQ_PMC6953699_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC6953699,Canonical atom ATOM_data_import
EVLINK_4002,EV_VBIT_0232,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC6953699,Canonical atom ATOM_data_import
EVLINK_4003,EQ_PMC12877426_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC12877426,Canonical atom ATOM_data_import
EVLINK_4004,EV_VBIT_0001,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC12877426,Canonical atom ATOM_data_import
EVLINK_4005,EV_VBIT_0002,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC12877426,Canonical atom ATOM_data_import
EVLINK_4006,EQ_PMC13102829_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC13102829,Canonical atom ATOM_data_import
EVLINK_4007,EQ_PMC8564674_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC8564674,Canonical atom ATOM_data_import
EVLINK_4008,EQ_PMC7586414_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC7586414,Canonical atom ATOM_data_import
EVLINK_4009,EQ_PMC7506757_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC7506757,Canonical atom ATOM_data_import
EVLINK_4010,EQ_PMC7139562_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC7139562,Canonical atom ATOM_data_import
EVLINK_4011,EQ_PMC6866983_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC6866983,Canonical atom ATOM_data_import
EVLINK_4012,EQ_PMC10297241_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC10297241,Canonical atom ATOM_data_import
EVLINK_4013,EQ_PMC9163532_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC9163532,Canonical atom ATOM_data_import
EVLINK_4014,EQ_PMC12942210_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC12942210,Canonical atom ATOM_data_import
EVLINK_4015,EQ_PMC12565398_01,method_atom,ATOM_data_import,method_atom,medium,Supporting evidence from 1447 papers,SRC_PMC12565398,Canonical atom ATOM_data_import
EVLINK_4016,EQ_PMC4801878_01,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC4801878,Canonical atom ATOM_optical_density
EVLINK_4017,EV_VBIT_0016,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC4801878,Canonical atom ATOM_optical_density
EVLINK_4018,EV_VBIT_0017,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC4801878,Canonical atom ATOM_optical_density
EVLINK_4019,EQ_PMC4524732_01,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC4524732,Canonical atom ATOM_optical_density
EVLINK_4020,EV_VBIT_0042,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC4524732,Canonical atom ATOM_optical_density
EVLINK_4021,EQ_PMC8901827_01,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC8901827,Canonical atom ATOM_optical_density
EVLINK_4022,EQ_PMC8901827_02,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC8901827,Canonical atom ATOM_optical_density
EVLINK_4023,EQ_PMC8901827_03,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC8901827,Canonical atom ATOM_optical_density
EVLINK_4024,EQ_PMC4524535_01,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC4524535,Canonical atom ATOM_optical_density
EVLINK_4025,EV_VBIT_0228,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC4524535,Canonical atom ATOM_optical_density
EVLINK_4026,EV_PMC4750083,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC4750083,Canonical atom ATOM_optical_density
EVLINK_4027,EV_VBIT_0212,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_PMC4750083,Canonical atom ATOM_optical_density
EVLINK_4028,EV_28046043_01,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_28046043,Canonical atom ATOM_optical_density
EVLINK_4029,EV_29494335_01,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_29494335,Canonical atom ATOM_optical_density
EVLINK_4030,EV_35344941_01,method_atom,ATOM_optical_density,method_atom,medium,Supporting evidence from 15 papers,SRC_35344941,Canonical atom ATOM_optical_density
EVLINK_4031,EQ_PMC6953699_01,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC6953699,Canonical atom ATOM_motion_correction
EVLINK_4032,EV_VBIT_0232,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC6953699,Canonical atom ATOM_motion_correction
EVLINK_4033,EQ_PMC13102829_01,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC13102829,Canonical atom ATOM_motion_correction
EVLINK_4034,EQ_PMC8564674_01,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC8564674,Canonical atom ATOM_motion_correction
EVLINK_4035,EQ_PMC7586414_01,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC7586414,Canonical atom ATOM_motion_correction
EVLINK_4036,EQ_PMC10297241_01,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC10297241,Canonical atom ATOM_motion_correction
EVLINK_4037,EQ_PMC12329493_01,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC12329493,Canonical atom ATOM_motion_correction
EVLINK_4038,EQ_PMC11793855_01,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC11793855,Canonical atom ATOM_motion_correction
EVLINK_4039,EQ_PMC11592962_01,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC11592962,Canonical atom ATOM_motion_correction
EVLINK_4040,EQ_PMC6297380_01,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC6297380,Canonical atom ATOM_motion_correction
EVLINK_4041,EV_VBIT_0003,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC6297380,Canonical atom ATOM_motion_correction
EVLINK_4042,EQ_PMC4801878_01,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC4801878,Canonical atom ATOM_motion_correction
EVLINK_4043,EV_VBIT_0016,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC4801878,Canonical atom ATOM_motion_correction
EVLINK_4044,EV_VBIT_0017,method_atom,ATOM_motion_correction,method_atom,medium,Supporting evidence from 1343 papers,SRC_PMC4801878,Canonical atom ATOM_motion_correction
EVLINK_4046,EQ_PMC6953699_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC6953699,Canonical atom ATOM_bandpass_filter
EVLINK_4047,EV_VBIT_0232,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC6953699,Canonical atom ATOM_bandpass_filter
EVLINK_4048,EQ_PMC12877426_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC12877426,Canonical atom ATOM_bandpass_filter
EVLINK_4049,EV_VBIT_0001,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC12877426,Canonical atom ATOM_bandpass_filter
EVLINK_4050,EV_VBIT_0002,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC12877426,Canonical atom ATOM_bandpass_filter
EVLINK_4051,EQ_PMC13102829_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC13102829,Canonical atom ATOM_bandpass_filter
EVLINK_4052,EQ_PMC8564674_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC8564674,Canonical atom ATOM_bandpass_filter
EVLINK_4053,EQ_PMC7586414_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC7586414,Canonical atom ATOM_bandpass_filter
EVLINK_4054,EQ_PMC7506757_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC7506757,Canonical atom ATOM_bandpass_filter
EVLINK_4055,EQ_PMC7139562_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC7139562,Canonical atom ATOM_bandpass_filter
EVLINK_4056,EQ_PMC6866983_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC6866983,Canonical atom ATOM_bandpass_filter
EVLINK_4057,EQ_PMC10297241_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC10297241,Canonical atom ATOM_bandpass_filter
EVLINK_4058,EQ_PMC9163532_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC9163532,Canonical atom ATOM_bandpass_filter
EVLINK_4059,EQ_PMC12942210_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC12942210,Canonical atom ATOM_bandpass_filter
EVLINK_4060,EQ_PMC12565398_01,method_atom,ATOM_bandpass_filter,method_atom,medium,Supporting evidence from 334 papers,SRC_PMC12565398,Canonical atom ATOM_bandpass_filter
EVLINK_4061,EQ_PMC6953699_01,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC6953699,Canonical atom ATOM_short_channel_regression
EVLINK_4062,EV_VBIT_0232,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC6953699,Canonical atom ATOM_short_channel_regression
EVLINK_4063,EQ_PMC12877426_01,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC12877426,Canonical atom ATOM_short_channel_regression
EVLINK_4064,EV_VBIT_0001,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC12877426,Canonical atom ATOM_short_channel_regression
EVLINK_4065,EV_VBIT_0002,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC12877426,Canonical atom ATOM_short_channel_regression
EVLINK_4066,EQ_PMC4524732_01,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC4524732,Canonical atom ATOM_short_channel_regression
EVLINK_4067,EV_VBIT_0042,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC4524732,Canonical atom ATOM_short_channel_regression
EVLINK_4068,EQ_PMC4524535_01,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC4524535,Canonical atom ATOM_short_channel_regression
EVLINK_4069,EV_VBIT_0228,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC4524535,Canonical atom ATOM_short_channel_regression
EVLINK_4070,EQ_PMC10199511_01,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC10199511,Canonical atom ATOM_short_channel_regression
EVLINK_4071,EV_VBIT_0179,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC10199511,Canonical atom ATOM_short_channel_regression
EVLINK_4072,EV_PMC6278088,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC6278088,Canonical atom ATOM_short_channel_regression
EVLINK_4073,EV_VBIT_0291,method_atom,ATOM_short_channel_regression,method_atom,medium,Supporting evidence from 83 papers,SRC_PMC6278088,Canonical atom ATOM_short_channel_regression
